names	Run1_C_6	Run1_C_7	Run1_C_8	Run1_C_12	Run1_C_13	Run1_C_14	Run1_C_15	Run1_C_16	Run1_C_17	root
LOC_1812	15	14	15	15	14	16	16	15	15	15
LOC_1813	14	14	14	12	12	13	14	12	12	14
LOC_1814	13	13	13	13	13	13	13	13	13	13
LOC_1815	15	15	15	15	15	15	15	15	15	15
LOC_1816	21	21	21	20	20	20	20	20	20	21
LOC_1817	15	15	13	11	11	15	15	11	11	15
LOC_1818	21	21	23	23	23	21	21	23	23	22
LOC_1819	19	19	17	18	18	17	16	17	18	18
LOC_1820	23	23	23	23	23	24	23	23	23	23
LOC_1821	17	17	17	16	16	17	17	17	17	17
LOC_1822	22	20	21	20	21	21	22	21	21	21
LOC_1823	17	16	16	19	19	16	16	19	20	16
LOC_1824	16	15	18	18	18	15	15	18	17	15
LOC_1825	23	22	20	16	16	21	20	16	15	21
LOC_1826	16	15	17	15	15	15	15	15	15	15
LOC_1827	23	24	23	23	23	25	24	22	23	23
LOC_1828	16	16	16	15	15	16	16	15	15	16
LOC_1829	11	11	12	12	12	12	12	12	12	12
LOC_1830	15	15	16	16	16	15	15	16	16	16
LOC_1831	18	18	17	24	23	18	18	18	18	17
LOC_1832	15	15	15	15	15	15	15	15	16	15
LOC_1833	20	20	21	17	20	21	20	20	22	21
LOC_1834	17	18	16	18	18	17	17	15	15	17
LOC_1835	14	15	15	14	14	15	15	14	14	15
LOC_1836	17	15	18	18	17	17	18	17	16	17
LOC_1837	18	18	20	22	22	19	19	21	20	19
LOC_1838	13	13	13	14	13	13	13	13	14	13
LOC_1839	22	19	20	19	20	20	20	19	19	20
LOC_1840	18	17	18	20	18	18	18	18	18	18
LOC_1841	13	13	13	13	13	13	13	13	13	13
LOC_1842	17	17	16	17	17	17	18	17	20	17
LOC_1843	21	21	21	22	21	20	21	21	22	21
LOC_1844	18	19	21	20	20	21	21	22	18	21
LOC_1845	13	13	13	15	15	13	14	14	13	13
LOC_1846	21	21	21	21	19	21	23	20	21	21
LOC_1847	16	16	16	18	16	17	17	16	16	16
LOC_1848	18	19	17	17	17	20	22	17	17	18
LOC_1849	12	12	13	14	14	12	12	15	14	13
LOC_1850	18	18	17	16	16	18	19	16	16	16
LOC_1851	20	21	20	21	21	23	23	21	21	21
LOC_1852	18	18	19	19	19	19	19	19	21	19
LOC_1853	12	12	12	12	11	12	12	12	12	12
LOC_1854	22	21	22	21	20	21	21	21	21	21
LOC_1855	18	19	18	19	19	19	20	18	18	18
LOC_1856	14	14	14	14	16	12	12	14	14	14
LOC_1857	17	17	17	17	17	17	17	18	17	17
LOC_1858	15	15	17	17	17	15	15	17	17	15
LOC_1859	18	18	17	17	17	18	18	17	18	17
LOC_1860	17	17	18	17	17	18	18	15	17	17
LOC_1861	20	18	18	18	18	19	19	16	16	18
LOC_1862	20	20	21	20	20	21	21	20	20	21
LOC_1863	12	14	14	15	15	12	12	14	14	14
LOC_1864	14	14	14	14	14	14	14	14	14	14
LOC_1865	14	14	14	14	14	14	14	15	16	14
LOC_1866	14	14	14	14	14	14	14	15	15	14
LOC_1867	21	22	21	20	21	22	22	18	20	21
LOC_1868	17	17	17	18	18	18	18	19	18	18
LOC_1869	22	19	18	20	17	18	18	18	18	18
LOC_1870	13	13	14	14	14	14	14	16	16	14
LOC_1871	17	17	19	20	19	19	19	19	19	19
LOC_1872	21	21	19	18	19	21	21	19	19	19
LOC_1873	16	16	15	14	14	15	15	17	15	15
LOC_1874	15	15	15	15	15	15	15	15	15	15
LOC_1875	17	17	17	17	17	17	17	17	17	17
LOC_1876	16	15	14	14	14	15	15	14	14	15
LOC_1877	20	21	21	21	21	21	21	21	21	21
LOC_1878	20	19	19	21	21	19	19	22	21	19
LOC_1879	23	22	22	22	21	22	22	22	22	22
LOC_1880	16	16	13	15	15	14	14	13	13	14
LOC_1881	17	16	16	16	16	16	16	16	16	16
LOC_1882	16	15	19	17	17	18	18	17	17	18
LOC_1883	21	20	22	20	20	20	20	19	20	20
LOC_1884	17	16	16	15	16	17	17	16	16	16
LOC_1885	19	19	19	19	21	19	19	21	19	18
LOC_1886	17	17	18	18	18	16	16	19	18	18
LOC_1887	18	18	17	17	17	18	18	17	17	17
LOC_1888	22	23	22	23	23	22	22	23	23	22
LOC_1889	18	18	18	20	20	19	19	18	18	18
LOC_1890	17	17	17	17	17	16	16	18	18	17
LOC_1891	16	16	12	14	14	16	18	13	13	14
LOC_1892	13	13	13	13	13	12	12	13	13	13
LOC_1893	21	22	21	18	18	22	23	18	18	21
LOC_1894	18	17	17	17	17	17	19	17	17	17
LOC_1895	17	18	18	18	18	18	18	17	18	18
LOC_1896	22	20	22	24	22	22	22	24	22	22
LOC_1897	13	13	13	14	14	13	13	14	15	13
LOC_1898	14	14	14	17	17	14	14	15	15	14
LOC_1899	15	16	16	17	17	17	16	16	16	16
LOC_1900	17	17	19	21	21	20	20	23	20	20
LOC_1901	17	16	16	17	16	17	17	16	16	16
LOC_1902	18	18	18	17	17	18	18	17	18	18
LOC_1903	23	23	23	23	23	25	23	23	23	20
LOC_1904	20	21	20	16	16	21	21	20	21	21
LOC_1905	20	20	20	19	19	20	20	20	20	20
LOC_1906	16	16	16	14	14	17	18	16	16	16
LOC_1907	21	22	20	23	25	21	23	25	25	21
LOC_1908	19	19	21	22	21	20	19	21	21	21
LOC_1909	16	16	16	16	15	17	18	16	16	16
LOC_1910	17	20	17	16	18	14	15	16	16	16
LOC_1911	18	18	17	16	18	18	18	17	17	17
LOC_1912	23	21	23	23	24	21	22	24	22	21
LOC_1913	22	22	20	20	20	23	22	20	20	22
LOC_1914	20	20	20	21	21	20	20	22	22	20
LOC_1915	22	21	21	22	21	21	21	21	21	21
LOC_1916	11	11	8	8	8	11	11	8	8	8
LOC_1917	20	21	21	21	21	19	19	22	23	20
LOC_1918	20	20	17	17	17	20	21	18	17	19
LOC_1919	20	20	20	20	20	20	20	19	20	20
LOC_1920	25	25	23	23	22	26	28	22	23	23
LOC_1921	15	14	15	15	15	15	14	15	15	15
LOC_1922	16	16	13	13	13	13	13	13	13	13
LOC_1923	21	21	20	20	21	20	20	20	20	20
LOC_1924	20	20	20	19	22	20	21	20	20	20
LOC_1925	23	22	24	24	21	22	22	23	22	22
LOC_1926	17	16	17	18	18	14	17	17	17	17
LOC_1927	16	16	15	14	15	15	15	15	15	15
LOC_1928	17	17	18	19	19	19	19	18	19	19
LOC_1929	25	25	25	26	26	24	23	25	22	23
LOC_1930	20	20	20	20	19	19	19	21	20	20
LOC_1931	16	16	16	16	16	17	15	18	17	16
LOC_1932	14	14	14	14	14	14	16	14	14	14
LOC_1933	16	16	15	14	15	15	16	15	15	16
LOC_1934	20	20	21	20	19	20	19	21	22	20
LOC_1935	19	18	21	18	18	18	19	18	18	18
LOC_1936	18	20	18	21	18	18	18	17	17	18
LOC_1937	14	13	14	14	14	14	14	14	14	14
LOC_1938	19	21	19	19	19	20	19	19	19	19
LOC_1939	19	19	19	17	17	19	19	17	17	19
LOC_1940	23	22	22	23	23	23	23	20	21	22
LOC_1941	12	12	12	12	12	12	12	12	11	12
LOC_1942	20	20	21	21	24	20	20	21	19	20
LOC_1943	23	23	22	21	21	24	23	20	21	21
LOC_1944	23	23	22	23	23	25	24	23	22	23
LOC_1945	17	17	16	17	17	17	17	17	17	17
LOC_1946	20	21	20	18	18	19	19	18	18	20
LOC_1947	21	21	20	20	20	20	20	22	22	20
LOC_1948	21	20	21	20	22	18	19	21	20	21
LOC_1949	15	18	15	15	15	16	16	16	16	15
LOC_1950	27	27	26	27	26	28	26	28	27	27
LOC_1951	18	18	19	18	17	18	18	18	18	18
LOC_1952	19	19	22	20	20	19	19	19	19	20
LOC_1953	22	21	23	21	21	20	20	22	23	20
LOC_1954	14	14	14	14	14	14	14	14	14	14
LOC_1955	14	14	14	14	14	16	13	14	14	14
LOC_1956	13	13	13	13	11	13	13	15	17	13
LOC_1957	20	20	20	20	20	21	20	17	17	20
LOC_1958	22	19	20	20	20	22	22	20	20	20
LOC_1959	18	17	17	17	17	18	17	19	17	17
LOC_1960	14	14	14	15	15	14	14	16	14	14
LOC_1961	17	16	16	15	16	16	16	16	16	16
LOC_1962	20	19	21	21	21	20	20	21	21	20
LOC_1963	15	15	15	16	17	15	15	17	17	15
LOC_1964	18	18	18	17	17	22	22	17	17	18
LOC_1965	14	15	14	14	14	14	15	14	14	14
LOC_1966	19	20	19	19	19	22	21	21	19	20
LOC_1967	16	16	16	16	16	18	18	18	18	16
LOC_1968	19	20	20	19	19	21	19	19	19	20
LOC_1969	16	16	17	17	17	16	16	16	17	17
LOC_1970	25	24	21	22	22	24	24	22	23	23
LOC_1971	17	17	17	17	17	18	18	17	17	18
LOC_1972	18	18	19	17	17	20	18	17	17	18
LOC_1973	18	19	18	18	16	18	18	18	18	18
LOC_1974	14	15	14	16	16	17	17	14	14	14
LOC_1975	18	17	17	17	17	17	17	17	17	17
LOC_1976	25	24	21	21	21	23	23	18	18	21
LOC_1977	15	14	14	13	13	14	14	14	15	14
LOC_1978	17	17	16	16	16	16	16	15	16	16
LOC_1979	23	22	22	22	23	21	20	22	23	22
LOC_1980	14	15	14	17	16	14	14	16	17	14
LOC_1981	14	14	13	14	14	15	16	14	14	14
LOC_1982	16	18	17	18	18	17	17	17	17	17
LOC_1983	22	20	20	20	17	20	20	21	21	20
LOC_1984	22	22	19	20	19	23	22	17	18	20
LOC_1985	20	20	20	22	22	21	24	20	20	20
LOC_1986	14	10	15	15	15	14	15	16	16	15
LOC_1987	20	20	19	20	20	20	20	20	19	20
LOC_1988	13	13	13	17	17	13	13	14	14	13
LOC_1989	20	20	19	22	22	20	20	22	21	20
LOC_1990	19	18	20	21	21	20	19	22	22	20
LOC_1991	21	21	23	20	20	22	22	20	21	20
LOC_1992	17	17	17	17	17	19	18	17	17	17
LOC_1993	17	17	17	17	17	17	17	17	17	16
LOC_1994	26	24	27	28	24	26	27	27	26	27
LOC_1995	22	23	19	22	22	20	21	20	20	21
LOC_1996	21	21	18	19	19	20	19	20	20	20
LOC_1997	20	20	20	20	20	20	20	20	20	20
LOC_1998	18	18	18	18	18	18	18	18	18	18
LOC_1999	17	16	18	18	18	17	17	19	18	17
LOC_2000	13	13	13	13	13	13	13	13	13	13
LOC_2001	17	17	17	17	17	18	17	17	17	17
LOC_2002	21	20	20	19	19	21	21	21	21	20
LOC_2003	24	25	20	16	17	22	24	20	20	20
LOC_2004	21	21	22	23	21	24	21	24	24	23
LOC_2005	14	14	13	13	13	14	15	13	13	13
LOC_2006	20	20	20	20	19	20	20	20	21	20
LOC_2007	20	20	19	18	19	20	21	20	20	20
LOC_2008	14	16	14	15	15	14	14	16	15	14
LOC_2009	18	18	18	17	17	18	18	18	18	18
LOC_2010	20	17	18	19	18	20	19	19	19	19
LOC_2011	20	20	20	20	20	20	20	20	20	20
LOC_2012	16	16	18	17	17	16	16	16	16	16
LOC_2013	20	22	20	22	23	21	21	20	19	20
LOC_2014	20	19	20	21	21	19	19	21	21	21
LOC_2015	19	19	19	20	20	22	18	17	17	19
LOC_2016	18	18	19	17	19	18	20	19	18	18
LOC_2017	17	17	19	21	21	17	17	21	21	19
LOC_2018	15	15	15	15	15	15	15	15	15	15
LOC_2019	22	20	19	19	19	21	22	20	19	20
LOC_2020	29	33	28	28	30	31	32	30	29	29
LOC_2021	18	18	16	16	16	20	20	17	17	18
LOC_2022	18	18	19	19	20	18	18	19	19	18
LOC_2023	15	15	15	16	16	15	15	15	15	15
LOC_2024	24	25	23	23	23	25	24	24	23	23
LOC_2025	16	13	13	12	12	15	15	12	12	16
LOC_2026	19	19	22	24	21	21	21	22	22	22
LOC_2027	19	19	20	17	18	19	19	20	20	20
LOC_2028	15	14	14	17	16	14	14	14	14	14
LOC_2029	20	20	21	22	23	20	20	21	21	20
LOC_2030	16	18	17	17	18	16	16	16	16	17
LOC_2031	18	17	18	17	19	17	17	17	17	17
LOC_2032	23	23	23	24	23	23	23	26	29	23
LOC_2033	22	21	20	20	20	20	21	20	22	20
LOC_2034	19	19	19	19	18	18	19	19	18	19
LOC_2035	21	22	20	20	18	22	20	20	20	20
LOC_2036	12	13	13	13	13	12	14	17	17	13
LOC_2037	21	22	20	18	18	20	20	20	22	20
LOC_2038	20	21	20	22	21	17	18	21	20	20
LOC_2039	20	20	20	20	19	21	21	19	19	20
LOC_2040	20	20	20	22	23	20	20	20	20	20
LOC_2041	15	15	16	16	16	15	15	16	16	15
LOC_2042	7	7	7	7	7	7	7	7	7	7
LOC_2043	18	18	18	17	19	18	18	18	18	18
LOC_2044	13	13	13	13	12	13	12	13	13	13
LOC_2045	21	21	20	20	21	21	23	20	20	20
LOC_2046	16	16	17	17	17	19	18	15	17	17
LOC_2047	24	24	23	25	25	26	23	24	25	23
LOC_2048	18	17	20	20	20	22	21	20	20	20
LOC_2049	14	17	14	14	14	14	13	14	14	14
LOC_2050	21	22	20	20	20	22	23	23	23	20
LOC_2051	15	14	14	16	18	14	13	16	16	14
LOC_2052	13	13	14	14	14	13	13	14	14	13
LOC_2053	13	13	13	13	13	13	13	13	13	13
LOC_2054	17	17	17	17	17	17	17	17	21	17
LOC_2055	20	20	20	19	15	20	20	19	23	20
LOC_2056	15	15	16	16	15	14	14	15	15	15
LOC_2057	15	15	15	13	14	15	15	14	14	15
LOC_2058	15	15	15	15	16	15	15	15	15	15
LOC_2059	18	18	19	20	19	18	18	19	19	18
LOC_2060	18	18	19	18	18	20	20	20	19	20
LOC_2061	15	15	15	16	18	16	16	16	16	15
LOC_2062	16	16	14	15	15	16	16	11	14	16
LOC_2063	18	18	18	19	19	18	18	20	19	18
LOC_2064	14	14	14	14	14	14	14	13	13	14
LOC_2065	8	8	8	8	8	8	8	8	8	8
LOC_2066	20	20	23	19	20	18	22	21	21	20
LOC_2067	14	14	14	16	19	14	14	12	12	14
LOC_2068	9	9	13	12	12	12	12	11	11	12
LOC_2069	21	21	19	20	21	20	22	21	18	20
LOC_2070	21	20	20	19	20	19	19	18	18	20
LOC_2071	13	13	14	14	14	13	13	14	14	13
LOC_2072	26	26	24	23	23	26	26	26	25	25
LOC_2073	18	18	20	27	25	18	18	24	24	18
LOC_2074	11	11	14	14	14	11	13	11	11	11
LOC_2075	20	20	20	19	18	20	20	17	17	20
LOC_2076	15	15	15	15	15	14	15	15	15	15
LOC_2077	24	25	28	25	25	27	27	26	27	27
LOC_2078	15	15	15	15	15	15	16	16	15	15
LOC_2079	19	19	21	22	21	19	18	20	20	20
LOC_2080	20	20	20	21	19	19	19	19	19	20
LOC_2081	13	13	14	14	14	15	14	14	14	14
LOC_2082	21	19	18	18	18	21	19	18	18	20
LOC_2083	15	20	19	19	19	18	18	19	19	17
LOC_2084	28	28	28	27	27	28	27	27	27	29
LOC_2085	14	14	15	15	15	14	14	15	15	15
LOC_2086	18	18	18	19	19	17	17	18	18	18
LOC_2087	16	16	16	15	15	16	16	15	18	16
LOC_2088	20	20	20	22	24	19	20	20	20	20
LOC_2089	17	19	17	17	19	17	18	17	17	17
LOC_2090	15	15	14	14	13	15	15	13	11	14
LOC_2091	17	17	17	17	17	18	18	17	17	17
LOC_2092	7	7	7	7	7	7	9	7	7	7
LOC_2093	12	12	13	13	13	12	12	13	13	12
LOC_2094	15	15	15	15	15	15	16	16	15	15
LOC_2095	15	15	15	15	15	15	15	15	15	15
LOC_2096	12	15	15	15	15	13	13	14	14	15
LOC_2097	14	15	13	15	13	14	13	13	13	13
LOC_2098	15	15	16	17	17	15	15	15	14	15
LOC_2099	12	12	12	12	12	12	12	12	12	12
LOC_2100	15	13	13	14	14	13	13	13	13	13
LOC_2101	19	19	20	20	20	19	19	20	21	20
LOC_2102	18	19	17	21	21	21	21	21	21	21
LOC_2103	18	18	18	18	18	18	18	18	18	18
LOC_2104	19	17	17	18	18	17	17	18	17	17
LOC_2105	16	17	16	16	16	16	16	16	16	16
LOC_2106	17	17	17	20	18	17	17	19	19	17
LOC_2107	13	13	13	13	13	13	13	13	13	13
LOC_2108	15	14	13	14	14	14	14	14	14	14
LOC_2109	18	18	19	19	21	19	19	20	22	19
LOC_2110	20	20	19	20	20	20	20	20	21	20
LOC_2111	29	29	28	26	30	28	28	26	27	30
LOC_2112	17	17	17	18	17	17	17	17	17	17
LOC_2113	12	13	12	12	12	12	13	12	12	12
LOC_2114	16	16	15	15	16	15	16	16	15	15
LOC_2115	17	17	17	16	16	17	17	16	16	17
LOC_2116	16	16	16	16	14	17	16	16	16	16
LOC_2117	16	17	16	17	16	15	16	17	17	16
LOC_2118	15	15	15	15	15	16	15	15	15	15
LOC_2119	14	14	14	14	14	14	15	14	14	14
LOC_2120	17	17	17	17	17	20	19	17	17	17
LOC_2121	8	8	8	8	8	8	8	8	8	8
LOC_2122	18	17	18	18	18	18	18	19	18	18
LOC_2123	19	19	18	19	18	21	21	19	18	18
LOC_2124	20	20	20	22	24	20	20	21	21	20
LOC_2125	16	16	15	15	15	16	16	15	15	15
LOC_2126	19	20	13	19	17	20	22	16	18	20
LOC_2127	32	31	27	24	25	29	30	28	27	28
LOC_2128	20	19	20	21	20	21	21	19	19	20
LOC_2129	19	18	18	19	19	19	19	19	19	18
LOC_2130	17	17	14	14	14	17	18	14	14	14
LOC_2131	12	12	12	12	12	12	12	12	12	12
LOC_2132	17	17	17	17	17	18	17	17	17	17
LOC_2133	19	19	18	19	19	19	20	18	19	18
LOC_2134	13	13	15	14	14	13	13	14	14	13
LOC_2135	23	22	20	25	25	20	20	25	24	20
LOC_2136	21	20	18	16	18	22	20	18	18	20
LOC_2137	17	17	16	15	15	17	17	15	15	16
LOC_2138	14	14	14	14	14	14	14	14	14	13
LOC_2139	14	14	14	14	14	14	14	14	14	14
LOC_2140	23	22	23	22	21	21	22	22	25	22
LOC_2141	15	15	15	16	16	15	15	15	15	15
LOC_2142	17	18	18	19	18	17	16	18	18	18
LOC_2143	17	17	17	19	19	17	17	17	16	17
LOC_2144	14	15	14	13	13	14	13	14	14	14
LOC_2145	16	15	16	16	16	16	16	16	16	16
LOC_2146	16	16	16	16	16	16	16	13	13	16
LOC_2147	20	20	19	20	20	18	18	18	19	19
LOC_2148	20	20	21	23	23	20	20	21	22	20
LOC_2149	14	14	16	15	15	14	14	16	15	14
LOC_2150	16	16	17	17	17	16	16	17	17	16
LOC_2151	17	17	17	17	17	17	17	17	17	17
LOC_2152	14	14	16	16	16	14	14	16	16	14
LOC_2153	22	20	20	20	20	21	21	20	19	20
LOC_2154	24	25	27	23	25	21	21	24	24	26
LOC_2155	23	23	23	23	23	21	23	23	23	24
LOC_2156	13	13	13	13	13	13	13	13	13	13
LOC_2157	20	20	20	20	20	20	22	20	20	20
LOC_2158	19	19	22	24	24	21	21	25	22	21
LOC_2159	21	21	19	21	20	22	24	20	20	20
LOC_2160	20	20	20	20	20	20	20	20	20	20
LOC_2161	15	13	16	16	16	16	16	16	16	16
LOC_2162	22	22	20	19	19	20	20	20	21	20
LOC_2163	23	22	25	25	25	23	23	25	24	24
LOC_2164	19	19	20	20	20	19	19	20	20	20
LOC_2165	22	22	22	22	22	21	21	22	22	22
LOC_2166	21	17	20	18	19	19	19	20	20	20
LOC_2167	14	14	15	15	15	14	14	15	15	15
LOC_2168	8	8	9	9	9	8	8	9	9	8
LOC_2169	17	17	18	18	18	19	16	17	18	18
LOC_2170	16	13	15	16	15	16	16	16	16	15
LOC_2171	18	18	18	18	18	19	18	20	18	18
LOC_2172	18	19	18	20	19	18	17	21	19	18
LOC_2173	13	13	13	12	13	14	14	13	13	13
LOC_2174	13	13	16	13	13	13	13	14	14	13
LOC_2175	14	14	14	15	15	14	14	15	15	14
LOC_2176	20	20	19	19	19	19	20	19	19	20
LOC_2177	24	24	24	26	24	25	27	24	24	24
LOC_2178	20	20	21	21	22	20	20	21	21	20
LOC_2179	21	21	20	22	20	21	21	20	19	20
LOC_2180	20	20	21	21	21	22	22	22	21	20
LOC_2181	17	17	18	20	19	16	19	18	18	18
LOC_2182	18	17	15	15	14	16	16	15	15	15
LOC_2183	20	20	20	21	21	21	20	20	20	20
LOC_2184	21	20	20	20	20	20	21	20	19	20
LOC_2185	20	20	21	20	18	20	21	20	20	20
LOC_2186	15	15	16	16	16	15	15	16	16	16
LOC_2187	15	15	16	15	15	15	15	18	18	15
LOC_2188	9	9	9	9	9	11	11	9	9	9
LOC_2189	12	12	12	12	12	12	12	12	12	12
LOC_2190	19	19	18	17	16	18	20	18	18	18
LOC_2191	16	16	18	18	18	17	17	19	16	16
LOC_2192	17	17	17	17	17	20	20	18	17	17
LOC_2193	18	18	18	16	16	21	21	18	19	18
LOC_2194	14	16	16	15	15	14	14	15	15	14
LOC_2195	21	22	20	23	22	20	20	20	20	20
LOC_2196	15	15	15	14	14	15	16	15	15	15
LOC_2197	20	20	20	22	22	19	20	22	21	20
LOC_2198	15	14	15	17	16	15	15	16	16	15
LOC_2199	20	19	18	18	18	18	18	18	19	18
LOC_2200	18	18	20	20	20	18	18	20	20	20
LOC_2201	15	15	16	17	19	14	16	17	17	15
LOC_2202	18	18	18	17	17	18	19	17	16	17
LOC_2203	20	20	21	19	20	21	23	20	20	20
LOC_2204	13	13	13	14	15	13	13	13	13	13
LOC_2205	22	22	21	22	23	19	19	20	19	21
LOC_2206	12	12	12	12	12	13	12	12	12	12
LOC_2207	15	16	16	14	16	15	15	15	16	15
LOC_2208	14	14	13	14	14	14	14	14	14	14
LOC_2209	18	18	19	18	19	17	18	18	18	19
LOC_2210	14	14	14	14	14	14	14	14	17	14
LOC_2211	25	25	24	24	24	25	25	24	24	24
LOC_2212	17	19	18	18	18	18	18	18	18	18
LOC_2213	14	14	14	13	14	15	14	17	18	14
LOC_2214	16	16	16	16	16	18	18	16	16	16
LOC_2215	22	22	20	22	22	20	20	22	22	20
LOC_2216	20	20	20	20	20	20	20	20	20	20
LOC_2217	19	19	20	21	19	19	19	19	19	20
LOC_2218	18	18	21	20	21	17	18	21	21	20
LOC_2219	14	14	14	15	15	14	14	14	14	14
LOC_2220	15	15	15	15	15	15	15	17	17	15
LOC_2221	14	14	14	14	14	14	14	17	17	14
LOC_2222	17	18	17	16	17	22	21	18	17	17
LOC_2223	20	22	20	21	21	20	20	21	21	20
LOC_2224	14	13	14	14	14	14	14	14	14	14
LOC_2225	20	20	20	20	20	22	20	19	19	20
LOC_2226	16	16	16	16	16	16	16	18	18	16
LOC_2227	19	19	19	19	19	19	19	20	19	19
LOC_2228	17	17	19	20	18	17	18	18	18	18
LOC_2229	14	14	17	18	17	17	17	17	17	17
LOC_2230	16	17	18	18	18	16	16	18	18	18
LOC_2231	17	16	16	16	16	16	16	16	16	16
LOC_2232	15	15	19	18	17	15	15	18	19	16
LOC_2233	16	16	16	16	18	16	16	16	16	16
LOC_2234	27	28	26	21	23	29	31	26	26	27
LOC_2235	19	19	18	18	18	20	18	18	18	19
LOC_2236	19	21	20	20	20	19	22	20	20	20
LOC_2237	11	11	13	14	14	11	11	14	14	14
LOC_2238	22	21	20	20	21	20	21	20	20	20
LOC_2239	18	18	18	17	18	21	18	18	18	18
LOC_2240	18	17	18	19	19	18	18	18	18	18
LOC_2241	17	17	17	17	17	17	17	17	17	17
LOC_2242	14	15	14	14	14	15	13	14	14	14
LOC_2243	7	7	8	10	12	7	7	10	10	8
LOC_2244	19	21	20	20	20	21	21	19	20	20
LOC_2245	17	17	17	19	19	17	17	17	17	17
LOC_2246	18	17	18	15	17	18	18	17	17	18
LOC_2247	20	19	20	16	16	20	20	20	21	20
LOC_2248	18	22	22	20	21	19	19	22	22	20
LOC_2249	27	27	25	24	24	26	26	25	25	27
LOC_2250	21	21	20	20	20	21	21	19	19	20
LOC_2251	18	18	17	17	18	18	19	17	17	18
LOC_2252	21	20	24	23	21	22	20	24	24	23
LOC_2253	18	18	19	19	21	19	18	21	21	19
LOC_2254	16	16	17	16	16	16	16	16	16	16
LOC_2255	19	19	20	20	21	20	20	21	22	20
LOC_2256	15	15	17	14	14	16	16	15	15	15
LOC_2257	16	16	16	13	12	16	16	11	16	16
LOC_2258	22	22	20	20	18	20	20	20	20	20
LOC_2259	15	15	15	17	15	16	16	15	15	16
LOC_2260	21	20	20	20	20	20	20	21	20	20
LOC_2261	21	18	23	20	20	21	21	20	20	20
LOC_2262	23	21	19	20	20	18	19	20	19	20
LOC_2263	15	14	16	16	17	16	16	18	16	15
LOC_2264	21	21	20	20	18	20	20	20	20	20
LOC_2265	20	20	20	19	19	20	20	21	21	20
LOC_2266	14	14	14	14	14	14	14	14	15	14
LOC_2267	20	21	20	19	19	22	21	20	19	20
LOC_2268	28	27	25	27	25	29	28	26	27	26
LOC_2269	19	19	18	17	12	18	18	18	18	18
LOC_2270	19	19	23	23	24	19	20	22	22	20
LOC_2271	21	21	21	20	20	19	19	21	19	20
LOC_2272	16	16	21	22	23	16	16	23	26	17
LOC_2273	22	20	19	19	18	18	18	19	19	19
LOC_2274	16	16	14	16	16	16	16	16	16	16
LOC_2275	20	21	20	20	20	21	20	19	18	20
LOC_2276	21	20	18	22	21	20	20	20	20	20
LOC_2277	18	19	20	18	19	21	21	19	19	20
LOC_2278	20	20	18	23	24	21	21	23	23	20
LOC_2279	18	19	18	18	18	18	18	19	18	18
LOC_2280	20	20	20	21	21	19	20	22	20	20
LOC_2281	21	21	21	22	22	21	22	22	22	21
LOC_2282	19	19	19	19	19	20	20	19	19	19
LOC_2283	15	14	14	14	14	14	14	15	14	14
LOC_2284	15	15	12	12	12	14	14	12	12	14
LOC_2285	20	20	20	21	21	22	20	21	21	20
LOC_2286	18	18	21	21	21	21	21	22	21	21
LOC_2287	15	15	17	18	18	17	17	17	19	17
LOC_2288	11	11	12	11	11	11	11	10	10	11
LOC_2289	22	23	22	22	22	26	26	23	23	23
LOC_2290	18	18	18	18	20	19	20	17	17	18
LOC_2291	19	19	19	19	19	19	19	19	20	19
LOC_2292	15	15	13	15	15	15	15	17	15	15
LOC_2293	14	14	14	14	14	13	14	14	14	14
LOC_2294	19	19	23	24	24	17	17	22	22	19
LOC_2295	19	18	19	19	20	18	17	22	21	19
LOC_2296	14	14	14	15	16	14	14	15	15	14
LOC_2297	16	16	15	15	15	17	17	15	14	15
LOC_2298	15	14	14	15	15	15	15	15	15	15
LOC_2299	17	17	17	14	14	17	17	18	17	17
LOC_2300	17	17	17	17	17	18	17	17	17	17
LOC_2301	19	19	19	19	19	19	19	19	19	19
LOC_2302	15	15	15	18	18	15	15	15	15	15
LOC_2303	19	19	19	20	20	18	19	20	20	19
LOC_2304	13	14	13	13	13	14	13	13	13	13
LOC_2305	20	20	19	18	18	21	21	18	18	19
LOC_2306	16	16	16	15	15	16	16	16	16	16
LOC_2307	17	17	17	17	17	18	18	18	18	17
LOC_2308	16	16	16	16	16	15	16	16	16	16
LOC_2309	19	19	19	19	19	19	19	19	19	19
LOC_2310	23	22	21	21	21	20	21	20	20	21
LOC_2311	25	25	25	27	26	22	26	26	25	25
LOC_2312	16	16	16	17	18	15	15	17	19	15
LOC_2313	20	20	19	19	19	19	20	19	19	19
LOC_2314	19	17	17	17	17	18	15	17	17	17
LOC_2315	14	14	14	15	14	14	14	14	14	14
LOC_2316	19	19	20	20	20	18	20	20	20	19
LOC_2317	13	13	12	12	12	12	12	12	12	12
LOC_2318	14	15	16	17	16	17	17	16	16	16
LOC_2319	19	19	19	19	19	20	19	17	17	19
LOC_2320	18	20	19	22	22	18	20	20	20	19
LOC_2321	18	18	18	19	19	18	18	19	19	18
LOC_2322	19	19	19	18	20	21	21	20	20	19
LOC_2323	16	17	15	17	17	18	17	17	18	17
LOC_2324	17	17	18	16	17	18	17	17	17	17
LOC_2325	19	19	19	18	19	19	19	19	19	19
LOC_2326	18	17	17	17	17	17	17	18	18	17
