names	Run1_C_4	Run1_C_7	Run1_C_8	Run1_C_9	Run1_C_10	Run1_C_11	root
LOC_695	17	17	17	17	17	17	17
LOC_696	24	24	24	24	23	22	23
LOC_697	22	23	21	20	22	22	22
LOC_698	27	29	29	29	26	28	28
LOC_699	15	15	15	15	15	15	15
LOC_700	17	18	18	18	17	17	17
LOC_701	17	15	15	15	16	16	16
LOC_702	21	22	21	21	22	21	21
LOC_703	27	29	27	27	28	27	29
LOC_704	28	29	27	27	29	27	28
LOC_705	19	20	19	19	18	18	19
LOC_706	21	21	21	21	21	22	21
LOC_707	18	18	18	20	17	18	18
LOC_708	28	29	27	27	29	28	30
LOC_709	29	27	26	25	28	29	29
LOC_710	20	21	20	20	19	20	20
LOC_711	12	12	12	12	12	12	12
LOC_712	24	23	26	23	23	23	23
LOC_713	24	22	18	20	22	22	23
LOC_714	17	15	17	15	16	16	15
LOC_715	15	16	17	17	16	16	16
LOC_716	29	29	29	29	29	31	28
LOC_717	29	30	30	27	29	30	30
LOC_718	19	17	17	19	18	19	17
LOC_719	31	30	29	30	28	28	29
LOC_720	29	30	28	29	30	31	30
LOC_721	28	27	28	27	27	26	28
LOC_722	15	16	16	16	16	16	16
LOC_723	21	23	23	22	22	21	21
LOC_724	29	27	27	27	28	27	28
LOC_725	19	18	19	20	19	19	19
LOC_726	23	26	24	24	23	23	23
LOC_727	23	21	22	25	21	21	21
LOC_728	18	18	17	17	18	18	18
LOC_729	29	29	27	31	27	26	27
LOC_730	31	29	29	30	28	28	30
LOC_731	28	29	29	26	28	27	27
LOC_732	17	17	17	17	17	17	17
LOC_733	23	23	22	23	22	22	22
LOC_734	27	27	28	27	26	27	27
LOC_735	28	28	27	28	28	27	28
LOC_736	20	18	20	19	20	20	20
LOC_737	18	20	21	21	17	17	17
LOC_738	26	30	28	28	28	26	27
LOC_739	16	16	16	14	17	16	16
LOC_740	21	21	20	20	21	21	21
LOC_741	29	25	25	25	24	24	25
LOC_742	21	23	19	18	21	21	22
LOC_743	20	21	19	21	18	19	20
LOC_744	16	16	16	16	15	14	14
LOC_745	16	17	16	16	16	16	16
LOC_746	26	29	27	27	27	29	28
LOC_747	16	16	16	16	16	16	16
LOC_748	15	15	15	15	15	15	15
LOC_749	21	21	19	21	20	21	21
LOC_750	22	21	21	22	23	22	22
LOC_751	17	17	17	17	18	18	18
LOC_752	22	22	23	22	24	24	23
LOC_753	26	25	26	25	20	22	22
LOC_754	29	26	28	27	30	28	27
LOC_755	16	15	15	15	16	16	16
LOC_756	16	17	18	17	16	18	16
LOC_757	16	16	16	16	17	16	16
LOC_758	13	14	13	13	13	13	13
LOC_759	19	19	17	17	19	19	19
LOC_760	17	16	19	16	16	16	16
LOC_761	20	18	18	18	22	22	20
LOC_762	15	15	16	15	16	16	16
LOC_763	25	24	23	24	25	28	26
LOC_764	22	21	22	21	22	22	22
LOC_765	29	27	28	26	28	27	27
LOC_766	15	14	14	13	15	14	15
LOC_767	19	18	19	18	18	18	18
LOC_768	26	28	26	26	26	29	26
LOC_769	24	22	24	23	25	26	25
LOC_770	25	27	26	26	26	27	26
LOC_771	22	22	20	22	24	20	23
LOC_772	22	22	21	22	21	23	21
LOC_773	16	16	16	16	16	16	16
LOC_774	24	24	26	24	23	27	25
LOC_775	22	20	21	21	19	18	20
LOC_776	22	23	20	24	21	20	21
LOC_777	26	27	25	25	26	27	26
LOC_778	16	16	16	16	16	16	16
LOC_779	19	20	18	23	21	20	20
LOC_780	26	26	26	26	27	27	26
LOC_781	26	21	26	26	25	27	26
LOC_782	15	14	14	14	14	14	14
LOC_783	27	27	27	27	26	24	26
LOC_784	27	29	28	29	28	27	26
LOC_785	22	27	26	26	23	24	24
LOC_786	26	26	27	28	26	28	26
LOC_787	21	21	21	21	21	21	21
LOC_788	26	29	26	28	27	26	26
LOC_789	16	16	16	16	18	18	18
LOC_790	26	22	20	25	25	25	26
LOC_791	25	28	25	25	23	26	26
LOC_792	16	16	16	16	16	17	16
LOC_793	19	21	22	24	21	21	19
LOC_794	23	20	21	21	18	19	20
LOC_795	21	21	22	22	22	21	21
LOC_796	16	18	19	19	18	18	18
LOC_797	27	25	23	24	26	26	27
LOC_798	26	27	25	25	25	26	26
LOC_799	26	25	26	26	26	26	26
LOC_800	9	9	9	9	9	9	9
LOC_801	27	26	27	28	28	28	26
LOC_802	26	25	25	26	29	25	26
LOC_803	21	20	20	20	20	20	20
LOC_804	16	16	16	14	16	17	16
LOC_805	16	18	15	19	16	15	16
LOC_806	18	17	17	17	17	17	17
LOC_807	17	20	15	16	20	16	16
LOC_808	20	20	22	20	20	20	20
LOC_809	26	26	22	22	27	25	26
LOC_810	17	19	18	17	17	15	17
LOC_811	18	18	18	18	19	19	19
LOC_812	19	19	19	20	20	19	19
LOC_813	26	28	29	30	26	26	26
LOC_814	26	26	26	27	24	26	26
LOC_815	27	26	26	28	26	32	26
LOC_816	15	15	15	15	16	16	16
LOC_817	21	21	21	21	22	20	22
LOC_818	28	27	26	26	25	24	25
LOC_819	7	7	7	7	7	7	7
LOC_820	16	16	16	16	16	16	16
LOC_821	27	27	27	27	28	31	28
LOC_822	27	24	26	26	26	26	25
LOC_823	15	15	14	14	16	15	15
LOC_824	18	19	20	20	21	21	21
LOC_825	28	27	26	27	25	25	25
LOC_826	16	17	16	16	18	18	18
LOC_827	22	18	22	24	19	17	21
LOC_828	19	19	20	19	19	18	19
LOC_829	16	16	16	16	16	16	16
LOC_830	24	26	25	26	26	26	25
LOC_831	26	25	28	27	27	28	25
LOC_832	16	16	16	16	16	16	16
LOC_833	14	14	14	14	13	13	14
LOC_834	21	21	22	20	21	21	21
LOC_835	26	28	25	25	25	24	25
LOC_836	15	15	14	14	14	15	15
LOC_837	12	12	12	12	12	12	12
LOC_838	23	23	22	22	24	22	23
LOC_839	19	18	18	18	18	18	18
LOC_840	20	20	20	20	19	22	20
LOC_841	13	13	13	12	14	14	14
LOC_842	26	27	24	25	23	22	25
LOC_843	17	17	16	17	19	17	17
LOC_844	26	26	25	26	27	27	26
LOC_845	24	24	26	25	24	24	25
LOC_846	19	22	22	22	19	19	18
LOC_847	24	25	24	25	23	26	25
LOC_848	21	19	19	19	18	18	19
LOC_849	25	26	26	25	25	26	25
LOC_850	16	16	16	16	17	17	17
LOC_851	25	24	24	24	22	23	23
LOC_852	15	15	15	15	14	15	15
LOC_853	25	24	25	24	25	25	25
LOC_854	25	24	25	28	25	25	25
LOC_855	18	19	20	19	18	18	18
LOC_856	27	28	29	31	27	26	26
LOC_857	30	29	27	27	28	32	29
LOC_858	14	14	13	14	14	14	14
LOC_859	15	15	15	15	14	14	14
LOC_860	21	21	21	22	22	23	22
LOC_861	17	18	16	17	18	17	17
LOC_862	14	14	13	14	15	15	15
LOC_863	20	20	21	19	20	20	20
LOC_864	24	25	23	21	23	23	24
LOC_865	26	26	25	25	22	24	25
LOC_866	26	26	24	25	25	25	25
LOC_867	19	19	19	20	20	19	18
LOC_868	25	24	25	24	25	25	25
LOC_869	21	22	21	21	19	20	21
LOC_870	13	13	13	13	13	15	13
LOC_871	14	14	15	15	16	16	14
LOC_872	25	26	27	26	24	23	25
LOC_873	17	16	16	16	17	17	17
LOC_874	23	23	25	23	22	22	24
LOC_875	18	18	18	20	18	19	18
LOC_876	15	16	15	16	17	17	17
LOC_877	26	27	25	25	24	24	25
LOC_878	25	24	25	24	25	27	25
LOC_879	25	24	24	25	26	25	25
LOC_880	25	23	23	23	28	28	25
LOC_881	17	16	16	16	17	17	17
LOC_882	20	20	20	23	20	20	20
LOC_883	26	28	30	29	25	23	25
LOC_884	16	16	16	16	15	15	15
LOC_885	16	17	17	17	18	17	17
LOC_886	24	26	27	26	25	25	25
LOC_887	27	25	28	27	25	24	25
LOC_888	24	24	24	24	24	24	25
LOC_889	24	24	24	25	22	22	23
LOC_890	21	22	22	22	21	22	22
LOC_891	22	24	27	24	25	25	25
LOC_892	21	22	21	23	20	21	22
LOC_893	21	20	19	20	17	19	19
LOC_894	17	18	19	19	18	18	18
LOC_895	24	21	25	24	24	25	24
LOC_896	25	25	27	26	25	25	25
LOC_897	17	17	17	17	19	17	17
LOC_898	26	26	27	29	24	24	25
LOC_899	25	24	28	26	26	26	25
LOC_900	24	24	25	25	24	26	24
LOC_901	24	27	26	28	25	25	25
LOC_902	23	26	23	23	25	25	23
LOC_903	28	26	26	26	27	26	25
LOC_904	14	14	14	14	14	15	14
LOC_905	25	27	24	24	26	26	25
LOC_906	16	16	16	16	15	15	15
LOC_907	17	19	18	18	18	18	18
LOC_908	22	22	23	24	25	22	22
LOC_909	25	25	26	26	26	24	25
LOC_910	20	20	20	20	19	17	17
LOC_911	19	19	18	18	20	19	19
LOC_912	11	11	11	11	11	11	11
LOC_913	18	18	18	17	18	18	18
LOC_914	26	27	27	27	25	24	25
LOC_915	25	25	26	27	24	25	25
LOC_916	18	18	18	19	16	18	18
LOC_917	15	15	15	15	15	15	15
LOC_918	19	14	17	17	15	16	16
LOC_919	16	12	13	13	15	15	14
LOC_920	18	20	21	18	19	19	18
LOC_921	16	17	18	18	16	16	16
LOC_922	22	22	21	24	22	21	22
LOC_923	25	26	27	29	22	25	25
LOC_924	25	22	24	24	28	25	25
LOC_925	14	16	16	16	14	14	14
LOC_926	24	22	23	20	24	25	25
LOC_927	27	26	28	28	24	23	25
LOC_928	24	24	24	22	24	24	25
LOC_929	15	15	15	15	15	15	15
LOC_930	10	10	10	10	10	10	10
LOC_931	23	24	25	26	24	22	24
LOC_932	24	25	24	24	24	25	24
LOC_933	26	27	30	26	26	24	24
LOC_934	25	25	24	24	22	24	24
LOC_935	17	17	17	17	16	17	17
LOC_936	22	22	22	23	25	24	23
LOC_937	24	22	23	21	23	25	24
LOC_938	16	16	16	16	17	18	17
LOC_939	19	20	19	19	19	19	19
LOC_940	20	19	19	19	20	19	19
LOC_941	14	14	15	15	14	15	14
LOC_942	21	22	22	21	24	23	24
LOC_943	20	20	21	21	20	19	20
LOC_944	19	21	20	22	18	18	18
LOC_945	17	17	17	17	17	17	17
LOC_946	26	25	24	22	24	24	24
LOC_947	23	22	23	23	26	25	24
LOC_948	20	18	18	18	18	18	20
LOC_949	23	23	23	23	22	23	23
LOC_950	23	23	23	24	25	24	24
LOC_951	20	20	21	21	19	19	20
LOC_952	20	20	20	20	21	20	20
LOC_953	24	22	27	26	24	26	24
LOC_954	21	21	24	21	23	22	22
LOC_955	24	24	27	26	24	24	24
LOC_956	26	27	27	26	24	24	24
LOC_957	24	24	24	24	24	23	24
LOC_958	16	16	20	18	17	17	16
LOC_959	18	18	17	17	18	18	18
LOC_960	24	23	23	24	23	24	24
LOC_961	24	24	24	24	26	26	25
LOC_962	24	22	22	24	24	24	24
LOC_963	24	23	22	22	24	24	24
LOC_964	16	16	15	17	16	16	16
LOC_965	25	24	24	24	19	19	23
LOC_966	21	21	22	21	19	19	20
LOC_967	26	24	24	25	22	22	24
LOC_968	23	23	25	23	24	23	24
LOC_969	20	20	20	20	18	18	18
LOC_970	19	19	19	19	19	19	19
LOC_971	25	24	24	23	25	24	24
LOC_972	24	20	22	24	24	24	24
LOC_973	30	30	29	33	29	31	30
LOC_974	14	14	13	13	14	14	14
LOC_975	14	14	14	14	14	14	14
LOC_976	29	31	28	30	27	27	29
LOC_977	16	17	15	15	17	17	17
LOC_978	17	18	15	15	16	16	17
LOC_979	25	25	26	25	25	25	25
LOC_980	17	16	16	16	16	16	16
LOC_981	22	26	24	24	22	27	22
LOC_982	14	15	15	15	12	12	14
LOC_983	24	24	25	25	25	26	24
LOC_984	24	25	23	23	25	25	24
LOC_985	14	18	17	20	17	15	14
LOC_986	17	17	18	17	16	16	17
LOC_987	24	21	24	24	24	25	24
LOC_988	18	18	19	19	18	19	18
LOC_989	26	24	24	24	25	23	24
LOC_990	25	27	27	25	24	26	24
LOC_991	15	15	14	14	16	17	15
LOC_992	21	24	24	24	23	22	23
LOC_993	19	20	18	19	19	19	19
LOC_994	24	23	24	19	24	25	24
LOC_995	24	24	25	24	22	25	24
LOC_996	23	24	23	23	24	25	24
LOC_997	24	23	22	24	25	23	24
LOC_998	14	14	14	14	14	14	14
LOC_999	24	23	23	23	24	24	24
LOC_1000	21	21	21	21	21	21	21
