names	Run1_C_4	Run1_C_6	Run1_C_7	Run1_C_10	Run1_C_12	Run1_C_13	Run1_C_14	Run1_C_16	Run1_C_17	root
LOC_533	19	19	19	21	21	19	20	19	19	19
LOC_534	18	18	20	17	17	17	18	18	19	18
LOC_535	20	20	21	20	20	20	20	21	20	20
LOC_536	16	18	15	16	17	14	17	17	16	16
LOC_537	22	18	19	19	19	19	22	23	22	21
LOC_538	21	24	24	22	22	22	21	21	21	21
LOC_539	32	29	28	29	29	28	29	28	27	30
LOC_540	25	27	28	25	25	24	26	25	25	27
LOC_541	14	15	15	14	14	14	14	14	14	14
LOC_542	18	17	17	20	17	19	18	18	18	17
LOC_543	19	20	20	20	20	19	19	18	19	20
LOC_544	12	11	12	12	12	12	12	12	12	12
LOC_545	16	17	17	15	17	17	16	16	17	17
LOC_546	19	18	20	19	19	19	19	19	19	18
LOC_547	22	22	19	21	21	22	22	20	21	22
LOC_548	28	29	28	25	29	27	28	29	28	28
LOC_549	16	16	16	16	16	16	16	16	16	16
LOC_550	20	25	25	20	20	21	19	20	20	24
LOC_551	15	15	15	15	15	15	16	16	16	15
LOC_552	16	16	16	16	19	16	15	16	16	16
LOC_553	18	19	18	17	19	18	19	19	18	18
LOC_554	14	16	16	14	14	14	14	14	14	14
LOC_555	22	22	22	19	21	20	20	20	20	22
LOC_556	18	19	19	17	16	18	17	17	17	17
LOC_557	21	21	22	21	21	21	20	21	21	21
LOC_558	18	18	18	19	19	19	19	18	18	18
LOC_559	16	16	16	16	16	17	17	17	17	16
LOC_560	19	21	20	18	20	19	21	21	21	21
LOC_561	26	29	24	24	24	25	25	24	23	24
LOC_562	23	23	22	22	20	21	22	21	22	22
LOC_563	26	26	26	25	25	24	29	28	28	27
LOC_564	18	20	21	18	18	18	19	19	19	18
LOC_565	19	20	20	19	16	21	17	18	19	19
LOC_566	16	15	15	16	16	16	17	17	17	15
LOC_567	24	25	22	22	22	22	22	22	22	23
LOC_568	18	20	18	16	17	16	16	16	16	18
LOC_569	17	17	17	17	17	17	17	17	17	17
LOC_570	17	19	19	19	19	19	19	18	19	19
LOC_571	17	18	17	16	16	16	19	16	16	17
LOC_572	17	17	17	20	18	19	17	17	18	17
LOC_573	19	19	19	20	20	20	20	21	20	19
LOC_574	23	21	20	20	22	20	21	18	18	21
LOC_575	18	17	17	20	17	17	18	18	18	17
LOC_576	18	18	20	17	18	18	18	18	18	18
LOC_577	12	12	12	12	12	12	12	12	12	12
LOC_578	14	14	14	16	16	16	14	14	14	14
LOC_579	18	20	20	19	18	20	20	19	19	20
LOC_580	14	14	14	14	14	14	14	14	13	14
LOC_581	18	18	18	18	18	18	18	19	20	18
LOC_582	19	18	18	19	19	19	19	19	19	18
LOC_583	14	14	14	14	14	14	12	10	12	14
LOC_584	19	21	21	20	17	17	20	19	19	20
LOC_585	16	14	14	16	14	16	17	17	17	14
LOC_586	20	20	21	22	21	21	21	20	20	20
LOC_587	12	12	12	12	12	12	12	12	12	12
LOC_588	28	27	29	26	27	27	26	26	25	28
LOC_589	8	8	8	8	8	8	9	8	9	8
LOC_590	14	14	14	14	14	14	14	14	14	14
LOC_591	16	17	17	17	16	17	19	16	16	17
LOC_592	11	11	11	11	11	11	10	10	10	11
LOC_593	14	14	14	14	14	14	14	14	14	14
LOC_594	26	28	27	28	28	27	22	27	26	26
LOC_595	18	18	18	15	15	15	16	16	20	18
LOC_596	25	26	26	26	24	26	25	25	25	26
LOC_597	20	19	19	20	16	16	21	20	20	20
LOC_598	19	21	21	21	21	20	23	22	21	21
LOC_599	29	28	27	33	34	32	31	32	34	29
LOC_600	27	26	26	24	28	26	24	29	25	26
LOC_601	16	15	14	14	14	14	14	14	14	14
LOC_602	14	14	14	14	14	14	14	14	14	14
LOC_603	17	17	17	18	18	18	19	18	18	17
LOC_604	25	26	25	23	24	25	26	29	31	26
LOC_605	26	23	23	23	25	24	24	26	26	23
LOC_606	14	14	14	12	12	12	14	14	14	14
LOC_607	19	17	17	18	19	18	18	18	18	19
LOC_608	22	24	24	24	25	25	25	26	26	24
LOC_609	25	30	32	25	25	25	30	29	30	30
LOC_610	16	16	15	16	16	16	16	16	17	16
LOC_611	23	22	22	22	22	21	22	21	21	22
LOC_612	15	15	15	15	15	15	15	15	15	15
LOC_613	26	27	27	27	30	30	25	23	23	27
LOC_614	28	27	28	26	24	24	25	25	25	29
LOC_615	18	17	18	17	19	19	18	18	18	18
LOC_616	22	21	21	20	19	19	20	23	18	22
LOC_617	30	27	28	30	28	28	31	30	31	29
LOC_618	19	20	19	19	19	19	18	19	19	19
LOC_619	22	21	22	20	20	20	17	21	20	21
LOC_620	24	24	24	23	22	23	23	21	21	24
LOC_621	24	27	25	23	24	24	24	27	26	25
LOC_622	21	23	22	21	19	21	21	20	21	23
LOC_623	24	21	21	22	21	21	21	23	23	23
LOC_624	22	20	19	18	19	19	18	18	18	20
LOC_625	14	15	15	14	14	14	14	14	14	14
LOC_626	17	16	18	16	16	16	15	15	15	16
LOC_627	14	14	14	14	14	13	14	14	15	14
LOC_628	17	17	18	17	17	17	17	17	17	17
LOC_629	21	17	19	20	20	21	21	22	22	20
LOC_630	16	16	16	15	15	15	15	15	15	16
LOC_631	18	20	19	19	19	20	19	19	19	19
LOC_632	16	16	16	16	17	16	16	16	16	16
LOC_633	20	21	20	20	22	19	20	20	20	20
LOC_634	22	21	23	23	22	22	20	20	20	22
LOC_635	19	20	19	19	18	17	18	18	18	18
LOC_636	17	17	17	17	16	16	17	17	18	17
LOC_637	15	16	16	16	15	15	15	13	15	15
LOC_638	18	17	17	18	18	14	18	17	17	18
LOC_639	25	24	22	24	22	24	24	24	24	24
LOC_640	20	21	21	19	19	19	19	19	18	20
LOC_641	20	19	20	21	22	21	21	21	20	20
LOC_642	27	27	27	24	27	27	31	27	27	28
LOC_643	22	22	23	22	23	22	22	20	19	22
LOC_644	20	23	23	21	22	23	21	22	22	22
LOC_645	18	19	18	19	19	19	18	18	18	18
LOC_646	16	17	17	16	17	15	16	16	16	16
LOC_647	14	14	14	12	12	12	14	14	14	14
LOC_648	16	15	15	16	16	16	15	15	15	15
LOC_649	17	17	17	17	17	17	17	17	18	17
LOC_650	25	23	23	24	24	24	23	26	24	24
LOC_651	15	16	15	15	16	16	15	15	16	15
LOC_652	16	16	17	16	16	16	16	16	16	16
LOC_653	23	24	25	25	24	24	24	23	23	24
LOC_654	21	21	21	20	21	21	20	20	20	21
LOC_655	26	23	23	24	23	23	23	23	24	24
LOC_656	15	15	15	15	15	15	15	15	15	15
LOC_657	15	16	16	16	16	16	16	15	15	16
LOC_658	25	26	25	26	25	26	25	23	25	25
LOC_659	18	20	19	18	18	18	18	18	18	18
LOC_660	17	16	16	16	19	19	16	16	16	16
LOC_661	9	9	9	9	9	9	9	9	9	9
LOC_662	16	15	16	16	16	16	16	15	15	16
LOC_663	18	18	20	18	15	17	18	18	18	18
LOC_664	23	26	26	24	25	25	26	26	25	26
LOC_665	12	12	12	12	12	12	12	12	12	12
LOC_666	22	23	22	23	21	21	22	21	21	23
LOC_667	18	18	17	19	19	19	20	20	20	17
LOC_668	20	17	19	20	20	20	22	23	22	20
LOC_669	21	20	21	24	24	25	24	22	22	23
LOC_670	14	11	14	11	11	11	14	14	12	14
LOC_671	15	16	18	15	16	15	13	13	13	16
LOC_672	20	21	21	21	21	21	22	21	22	21
LOC_673	22	21	21	20	20	20	21	21	21	21
LOC_674	21	22	22	21	20	20	17	16	17	21
LOC_675	18	19	19	18	18	18	18	18	18	18
LOC_676	22	19	19	22	22	21	22	24	21	20
LOC_677	16	17	15	14	16	16	16	16	16	16
LOC_678	21	20	20	21	17	17	19	21	22	20
LOC_679	15	14	15	15	15	15	15	15	15	15
LOC_680	18	18	18	18	18	18	17	17	18	18
LOC_681	17	16	16	16	16	16	16	17	16	16
LOC_682	17	16	14	18	20	20	18	19	18	14
LOC_683	22	23	22	21	22	21	22	21	21	22
LOC_684	31	30	29	27	28	26	25	26	26	28
LOC_685	25	24	24	25	25	27	29	25	23	23
LOC_686	16	17	17	17	18	18	17	16	16	17
LOC_687	21	20	20	24	23	24	23	22	23	21
LOC_688	25	24	23	25	25	25	24	24	24	24
LOC_689	22	21	23	24	23	23	22	21	21	23
LOC_690	21	20	21	21	21	21	20	20	20	21
LOC_691	21	21	21	20	22	21	20	21	21	20
LOC_692	20	19	19	21	21	22	20	21	20	19
LOC_693	19	19	19	19	18	20	19	19	19	19
LOC_694	16	16	16	17	17	17	16	16	16	16
LOC_695	17	17	17	18	18	18	17	18	17	17
LOC_696	24	24	24	23	24	23	22	21	21	23
LOC_697	22	22	22	19	20	20	22	21	23	22
LOC_698	29	28	23	31	33	33	32	29	28	28
LOC_699	15	15	15	15	15	15	15	15	15	15
LOC_700	17	17	17	17	17	18	17	17	19	17
LOC_701	16	16	16	17	17	17	16	17	17	16
LOC_702	22	21	21	20	21	21	22	21	20	21
LOC_703	28	29	32	29	25	28	26	27	27	29
LOC_704	28	28	28	24	22	22	25	28	27	28
LOC_705	18	20	20	18	16	16	18	19	18	19
LOC_706	20	22	23	23	23	22	20	21	21	21
LOC_707	18	16	17	18	17	17	18	18	20	18
LOC_708	28	28	30	28	28	27	31	30	27	30
LOC_709	25	30	33	29	29	27	27	26	25	29
LOC_710	18	19	19	20	23	18	20	20	21	20
LOC_711	12	13	13	12	12	12	12	12	12	12
LOC_712	23	23	23	24	24	24	22	22	23	23
LOC_713	22	23	23	22	21	20	25	25	26	23
LOC_714	18	14	15	16	16	16	17	16	16	15
LOC_715	16	16	17	16	16	16	17	16	16	16
LOC_716	28	30	27	26	28	27	28	27	27	28
LOC_717	27	29	28	28	30	28	25	25	26	30
LOC_718	18	18	17	18	18	18	18	19	19	17
LOC_719	29	24	25	34	29	30	28	29	26	29
LOC_720	29	31	30	28	25	25	29	29	29	30
LOC_721	28	30	28	29	28	28	27	27	28	28
LOC_722	16	16	16	16	16	16	15	15	15	16
LOC_723	23	21	21	23	24	24	23	22	22	21
LOC_724	27	27	25	26	25	25	27	26	26	28
LOC_725	21	18	19	17	17	17	17	17	17	19
LOC_726	24	24	24	23	23	27	26	27	25	23
LOC_727	23	21	22	20	20	20	19	22	22	21
LOC_728	19	18	19	18	20	18	20	17	18	18
LOC_729	26	29	27	22	25	23	26	25	25	27
LOC_730	28	29	31	27	27	27	26	27	30	30
LOC_731	29	27	26	28	29	27	24	24	24	27
LOC_732	17	19	20	17	16	18	17	16	16	17
LOC_733	20	22	22	23	22	22	20	20	20	22
LOC_734	27	27	30	26	25	25	27	27	25	27
LOC_735	25	28	28	31	28	26	28	27	26	28
LOC_736	21	19	20	19	17	18	20	20	20	20
LOC_737	17	17	17	17	17	17	17	17	17	17
LOC_738	28	26	29	26	26	27	27	30	29	27
LOC_739	16	16	16	15	16	16	16	13	16	16
LOC_740	19	21	21	21	21	20	21	21	20	21
LOC_741	28	27	27	26	27	26	27	30	28	25
LOC_742	21	23	22	20	20	19	23	22	22	22
LOC_743	19	20	20	19	18	18	19	19	19	20
LOC_744	14	14	14	14	16	14	14	14	14	14
LOC_745	16	18	16	16	18	16	16	15	16	16
LOC_746	27	26	25	26	25	25	28	24	22	28
LOC_747	16	16	16	16	16	16	16	16	16	16
LOC_748	15	16	16	13	13	14	15	17	15	15
LOC_749	20	21	21	20	20	21	19	19	19	21
LOC_750	24	22	20	24	23	23	24	22	22	22
LOC_751	17	18	18	21	21	21	18	16	18	18
LOC_752	22	23	23	29	27	24	24	24	25	23
LOC_753	23	21	21	22	22	22	21	22	22	22
LOC_754	28	26	26	28	28	27	29	32	31	27
LOC_755	16	16	16	16	16	16	18	17	17	16
LOC_756	16	15	16	18	18	18	16	16	16	16
LOC_757	16	16	16	16	16	15	16	16	16	16
LOC_758	13	13	13	13	13	13	13	15	15	13
LOC_759	19	19	19	19	17	17	19	19	19	19
LOC_760	16	17	16	17	17	17	18	19	19	16
LOC_761	22	18	21	26	23	23	23	23	23	20
LOC_762	16	16	16	16	16	16	15	18	16	16
LOC_763	25	25	23	26	27	27	23	23	24	26
LOC_764	23	22	22	24	23	23	23	22	23	22
LOC_765	27	27	28	26	19	21	26	26	26	27
LOC_766	15	15	15	12	14	14	14	15	15	15
LOC_767	19	18	18	18	18	18	17	16	16	18
LOC_768	26	25	22	25	24	28	27	26	25	26
LOC_769	26	24	25	24	22	23	24	24	20	25
LOC_770	27	26	24	25	28	28	25	26	26	26
LOC_771	24	23	23	23	25	25	25	23	25	23
LOC_772	21	21	22	21	22	18	19	19	19	21
LOC_773	16	16	16	17	18	18	17	16	16	16
LOC_774	25	23	23	23	22	23	26	25	25	25
LOC_775	19	20	20	17	19	18	20	19	20	20
LOC_776	21	25	21	21	20	21	21	22	20	21
LOC_777	27	25	25	28	23	24	27	25	26	26
LOC_778	16	16	17	16	16	16	17	17	17	16
LOC_779	21	20	20	22	22	24	21	23	22	20
LOC_780	27	23	25	28	27	27	27	28	28	26
LOC_781	27	27	28	29	33	31	29	26	27	26
LOC_782	13	13	14	14	14	14	14	14	16	14
LOC_783	26	24	25	25	25	25	25	23	26	26
LOC_784	24	26	29	25	26	27	24	24	25	26
LOC_785	24	24	24	25	25	25	24	26	26	24
LOC_786	27	24	24	27	26	24	28	29	26	26
LOC_787	22	20	20	22	22	22	21	20	22	21
LOC_788	26	25	26	26	24	26	28	28	27	26
LOC_789	18	18	18	19	18	18	17	18	18	18
LOC_790	24	25	26	24	24	26	25	26	27	26
LOC_791	27	26	26	24	25	25	23	25	22	26
LOC_792	17	17	17	17	17	17	17	17	17	16
LOC_793	21	22	19	22	21	21	21	21	22	19
LOC_794	18	21	20	18	17	17	17	17	17	20
LOC_795	21	20	23	20	20	20	21	21	21	21
LOC_796	18	18	18	18	18	18	18	20	19	18
LOC_797	26	26	26	24	26	25	24	23	25	27
LOC_798	26	26	28	27	28	27	28	26	26	26
LOC_799	25	26	28	23	23	24	21	24	23	26
LOC_800	9	9	9	9	9	9	9	9	9	9
LOC_801	27	26	27	26	27	28	27	28	24	26
LOC_802	28	28	26	25	24	25	26	27	26	26
LOC_803	21	20	21	20	19	17	20	21	20	20
LOC_804	16	17	17	17	20	17	16	17	16	16
LOC_805	16	17	17	16	16	16	16	17	17	16
LOC_806	18	17	17	20	19	19	19	19	19	17
LOC_807	16	16	16	16	18	16	16	16	16	16
LOC_808	21	20	20	17	18	18	18	18	18	20
LOC_809	25	26	26	26	26	25	26	25	25	26
LOC_810	17	17	17	18	18	19	18	18	17	17
LOC_811	19	19	19	19	20	21	20	22	21	19
LOC_812	18	19	19	19	20	20	19	19	20	19
LOC_813	26	26	26	25	26	26	24	25	23	26
LOC_814	27	24	25	22	22	20	27	26	28	26
LOC_815	24	23	23	25	24	26	26	24	25	26
LOC_816	16	16	16	16	15	16	16	15	16	16
LOC_817	22	22	21	22	22	22	22	22	22	22
LOC_818	24	26	24	24	24	24	24	24	24	25
LOC_819	7	7	7	7	7	7	7	7	7	7
LOC_820	16	16	16	17	16	16	16	16	16	16
LOC_821	28	26	28	29	29	29	27	28	30	28
LOC_822	25	24	24	28	24	26	24	27	27	25
LOC_823	18	15	15	14	15	15	16	16	16	15
LOC_824	21	21	21	21	21	20	21	22	21	21
LOC_825	25	27	27	25	25	23	27	25	28	25
LOC_826	18	18	18	18	18	18	18	18	18	18
LOC_827	22	21	21	22	21	21	21	20	21	21
LOC_828	19	18	18	18	20	19	18	19	20	19
LOC_829	16	15	14	16	16	16	16	16	15	16
LOC_830	26	25	24	27	26	26	27	25	25	25
LOC_831	24	26	26	23	26	26	25	26	26	25
LOC_832	16	17	17	16	16	16	16	16	17	16
LOC_833	13	14	14	13	13	11	13	13	13	14
LOC_834	21	23	23	22	22	24	22	22	22	21
LOC_835	22	24	24	25	26	28	24	25	24	25
LOC_836	15	15	15	15	16	17	16	15	15	15
LOC_837	12	12	12	12	12	12	12	12	12	12
LOC_838	22	23	23	23	21	23	22	23	22	23
LOC_839	17	18	18	18	18	18	17	18	18	18
LOC_840	20	20	20	20	20	20	20	21	21	20
LOC_841	14	15	16	14	14	13	14	14	14	14
LOC_842	23	25	24	24	23	21	23	25	25	25
LOC_843	17	17	17	17	17	17	17	17	17	17
LOC_844	27	24	26	28	27	28	28	34	29	26
LOC_845	24	25	29	28	29	28	28	29	30	25
LOC_846	18	19	18	18	18	17	19	20	19	18
LOC_847	25	27	25	24	26	28	24	24	24	25
LOC_848	18	19	19	19	19	22	19	22	24	19
LOC_849	25	25	23	24	24	23	24	24	22	25
LOC_850	18	17	18	17	17	17	17	17	17	17
LOC_851	23	26	25	21	21	21	22	19	22	23
LOC_852	15	15	16	16	16	16	12	12	12	15
LOC_853	26	24	25	24	25	24	24	24	25	25
LOC_854	25	24	25	26	25	25	26	27	26	25
LOC_855	19	18	18	18	18	18	18	18	18	18
LOC_856	27	25	25	23	23	23	26	26	25	26
LOC_857	27	28	27	28	30	30	28	28	28	29
LOC_858	14	14	14	14	14	14	14	15	15	14
LOC_859	14	14	14	14	14	14	14	14	14	14
LOC_860	22	22	24	23	24	23	22	22	22	22
LOC_861	16	17	17	17	17	17	17	17	17	17
LOC_862	15	15	15	15	15	15	15	13	15	15
LOC_863	20	20	20	19	19	19	21	21	21	20
LOC_864	23	25	24	23	22	22	24	24	25	24
LOC_865	24	25	26	25	23	23	26	25	25	25
LOC_866	25	23	25	22	23	23	24	24	24	25
LOC_867	18	18	17	18	20	16	18	18	18	18
LOC_868	27	27	28	24	25	24	24	22	23	25
LOC_869	20	21	18	21	20	20	22	22	20	21
LOC_870	13	13	13	13	13	13	13	13	13	13
LOC_871	15	14	14	16	16	16	16	16	16	14
LOC_872	26	24	23	25	27	27	25	21	21	25
LOC_873	17	17	17	17	17	17	17	17	17	17
LOC_874	22	24	23	22	22	24	22	23	22	24
LOC_875	18	18	18	16	15	15	17	17	17	18
LOC_876	17	17	17	18	18	18	18	18	18	17
LOC_877	25	25	24	24	24	26	23	22	23	25
LOC_878	27	25	25	27	27	23	28	26	26	25
LOC_879	25	26	23	25	23	23	25	26	26	25
LOC_880	26	24	23	26	26	29	27	28	28	25
LOC_881	16	17	17	17	17	17	17	18	17	17
LOC_882	20	20	20	21	21	21	19	19	19	20
LOC_883	24	24	26	25	22	22	26	23	25	25
LOC_884	15	14	14	15	15	15	15	15	15	15
LOC_885	17	17	17	18	18	18	17	18	18	17
LOC_886	25	24	24	23	23	24	25	25	25	25
LOC_887	25	20	21	23	24	24	27	26	26	25
LOC_888	25	22	22	23	23	27	24	25	27	25
LOC_889	24	23	24	26	26	27	24	27	27	23
LOC_890	21	22	22	21	22	22	24	27	25	22
LOC_891	25	25	25	24	24	23	28	27	27	25
LOC_892	22	22	22	22	22	22	23	22	22	22
LOC_893	19	20	20	21	19	19	19	19	19	19
LOC_894	18	18	18	17	17	17	18	18	18	18
LOC_895	24	25	24	24	20	20	25	22	22	24
LOC_896	25	27	24	24	24	24	24	27	25	25
LOC_897	17	17	17	18	18	18	17	16	17	17
LOC_898	24	26	26	23	25	24	24	24	24	25
LOC_899	26	24	26	27	26	27	27	28	27	25
LOC_900	25	24	25	28	27	28	25	24	22	24
LOC_901	25	23	24	23	26	23	23	25	27	25
LOC_902	24	24	24	23	22	22	25	25	25	23
LOC_903	26	24	24	25	29	30	28	29	31	25
LOC_904	14	14	14	14	14	14	14	16	16	14
LOC_905	26	25	25	27	26	25	27	27	26	25
LOC_906	16	16	15	15	15	16	16	15	15	15
LOC_907	18	18	18	18	20	18	18	18	17	18
LOC_908	22	24	23	21	22	21	20	21	21	22
LOC_909	24	25	24	23	23	24	24	23	23	25
LOC_910	17	19	17	18	18	18	17	17	17	17
LOC_911	19	16	16	19	17	17	19	18	19	19
LOC_912	11	11	11	11	11	11	11	11	13	11
LOC_913	17	18	18	18	18	18	18	18	18	18
LOC_914	22	24	23	24	21	24	22	26	25	25
LOC_915	25	24	24	24	24	25	25	26	25	25
LOC_916	16	18	18	18	18	21	19	18	18	18
LOC_917	15	15	15	15	15	15	15	15	15	15
LOC_918	16	16	16	16	16	16	17	17	17	16
LOC_919	15	14	14	15	15	15	17	15	16	14
LOC_920	19	18	18	19	19	18	19	21	19	18
LOC_921	16	17	17	16	16	16	16	17	16	16
LOC_922	22	22	22	22	23	23	22	23	23	22
LOC_923	23	23	24	24	20	20	26	24	25	25
LOC_924	26	25	25	24	22	23	28	26	27	25
LOC_925	14	14	15	14	14	14	14	14	14	14
LOC_926	25	27	25	23	29	28	25	26	26	25
LOC_927	24	25	24	21	22	23	26	29	28	25
LOC_928	24	25	27	24	25	25	23	23	20	25
LOC_929	16	14	15	13	13	13	13	13	13	15
LOC_930	10	10	10	11	11	11	11	11	11	10
LOC_931	24	23	24	25	27	26	24	24	23	24
LOC_932	23	23	25	23	25	24	23	24	25	24
LOC_933	24	24	26	22	22	22	24	24	24	24
LOC_934	21	26	26	23	23	23	21	26	24	24
LOC_935	18	17	17	15	15	15	17	16	16	17
LOC_936	27	22	23	21	21	23	21	20	20	23
LOC_937	23	24	24	24	22	22	24	26	27	24
LOC_938	17	17	17	17	17	16	17	16	17	17
LOC_939	19	21	21	19	18	18	19	19	20	19
LOC_940	19	19	20	20	20	20	19	18	19	19
LOC_941	14	15	15	14	14	14	14	14	14	14
LOC_942	21	25	25	25	25	26	22	20	23	24
LOC_943	20	22	20	20	20	20	21	20	20	20
LOC_944	18	21	21	18	18	18	18	18	18	18
LOC_945	18	17	17	13	13	13	13	13	13	17
LOC_946	24	23	24	22	22	22	22	21	22	24
LOC_947	25	25	25	24	21	22	25	24	25	24
LOC_948	18	20	20	23	17	16	19	18	18	20
LOC_949	22	24	25	25	27	28	23	23	22	23
LOC_950	24	22	21	28	25	27	24	24	24	24
LOC_951	19	20	20	19	19	19	21	19	19	20
LOC_952	20	20	21	21	20	20	20	21	20	20
LOC_953	25	24	24	24	24	25	25	25	25	24
LOC_954	22	19	19	22	21	22	21	22	22	22
LOC_955	25	25	24	23	25	24	23	24	24	24
LOC_956	24	23	25	23	23	23	26	24	25	24
LOC_957	24	24	24	20	20	20	23	22	23	24
LOC_958	21	16	16	17	19	17	17	17	17	16
LOC_959	18	18	18	18	18	18	16	18	18	18
LOC_960	24	23	24	21	22	22	25	23	22	24
LOC_961	25	25	24	25	27	26	26	25	24	25
LOC_962	25	22	22	26	25	23	24	25	25	24
LOC_963	24	25	24	24	25	23	24	26	22	24
LOC_964	16	16	16	16	16	16	16	16	16	16
LOC_965	20	24	22	18	21	20	20	20	20	23
LOC_966	19	20	20	19	19	18	19	19	19	20
LOC_967	23	24	24	23	21	23	23	22	23	24
LOC_968	24	24	23	26	24	24	25	24	22	24
LOC_969	18	18	18	19	19	19	18	18	18	18
LOC_970	18	19	19	18	18	18	19	19	19	19
LOC_971	25	25	24	24	25	24	26	26	27	24
LOC_972	24	31	29	24	24	24	23	23	24	24
LOC_973	31	29	29	26	28	27	28	30	29	30
LOC_974	14	14	16	15	15	15	14	14	14	14
LOC_975	14	14	14	14	13	13	14	14	14	14
LOC_976	28	28	25	28	29	29	25	27	28	29
LOC_977	17	17	17	17	17	17	17	18	18	17
LOC_978	14	17	17	16	16	16	14	16	16	17
LOC_979	24	24	24	23	23	23	25	25	25	25
LOC_980	16	17	16	16	16	16	16	16	16	16
LOC_981	22	22	22	22	23	23	23	23	23	22
LOC_982	12	13	14	11	10	10	12	12	12	14
LOC_983	27	24	24	26	28	26	26	25	25	24
LOC_984	26	26	26	24	22	22	26	26	25	24
LOC_985	15	14	14	15	16	16	15	15	15	14
LOC_986	16	17	17	17	17	16	15	16	16	17
LOC_987	25	23	23	25	26	26	29	26	26	24
LOC_988	18	18	18	18	18	18	18	20	19	18
LOC_989	24	25	25	22	23	27	24	24	24	24
LOC_990	25	23	24	23	21	22	23	24	25	24
LOC_991	15	15	15	15	15	15	15	15	16	15
LOC_992	22	23	23	23	21	21	24	24	25	23
LOC_993	19	19	19	19	17	17	18	17	18	19
LOC_994	24	22	25	24	24	25	23	23	24	24
LOC_995	24	22	24	22	22	23	22	22	23	24
LOC_996	23	25	24	23	24	25	29	26	31	24
LOC_997	24	25	23	25	22	24	20	26	24	24
LOC_998	14	15	14	14	14	14	14	16	16	14
LOC_999	23	26	24	24	24	24	22	23	23	24
LOC_1000	21	21	21	18	19	18	22	21	22	21
LOC_1001	19	19	20	19	18	18	17	18	18	19
LOC_1002	23	26	23	24	24	24	23	25	24	24
LOC_1003	24	24	24	25	25	26	23	22	22	24
LOC_1004	17	17	17	16	16	16	18	16	16	17
LOC_1005	7	7	7	7	7	7	7	7	7	7
LOC_1006	25	23	25	25	25	27	26	26	26	24
LOC_1007	18	18	18	22	20	20	19	19	19	18
LOC_1008	22	22	19	22	20	20	22	22	21	21
LOC_1009	23	26	25	25	25	26	21	22	22	24
LOC_1010	16	15	15	15	15	15	15	15	15	15
LOC_1011	25	25	26	28	26	28	25	28	27	24
LOC_1012	24	25	25	26	27	26	23	24	24	24
LOC_1013	25	26	25	26	24	24	25	24	24	24
LOC_1014	22	22	22	22	22	24	25	23	22	23
LOC_1015	16	16	16	16	16	19	15	15	15	16
LOC_1016	14	12	12	14	14	14	14	14	14	14
LOC_1017	21	25	23	25	24	24	22	20	20	24
LOC_1018	22	24	22	26	23	24	25	25	25	24
LOC_1019	16	15	15	14	14	14	14	14	14	15
LOC_1020	23	22	22	23	23	23	23	23	23	23
LOC_1021	16	13	15	15	15	15	15	15	15	15
LOC_1022	26	21	23	23	24	24	26	25	24	24
LOC_1023	24	24	22	22	22	22	21	21	24	24
LOC_1024	30	28	29	28	27	26	30	29	30	29
LOC_1025	14	12	12	14	14	14	14	14	14	14
LOC_1026	23	22	22	19	20	20	21	23	20	22
LOC_1027	27	22	23	23	23	23	23	23	23	24
LOC_1028	10	7	7	7	7	7	7	9	9	7
LOC_1029	19	17	19	18	18	19	21	21	21	19
LOC_1030	24	24	24	27	26	28	23	25	24	24
LOC_1031	26	22	23	23	23	24	26	24	20	23
LOC_1032	10	10	10	10	10	10	10	10	12	10
LOC_1033	25	23	22	25	26	29	26	25	25	24
LOC_1034	22	25	24	23	24	22	28	27	27	24
LOC_1035	22	23	23	23	25	24	23	24	23	23
LOC_1036	15	15	15	15	15	15	15	15	15	15
LOC_1037	20	25	21	21	20	21	21	23	23	24
LOC_1038	20	21	19	21	22	21	22	19	20	20
LOC_1039	15	15	15	15	15	15	15	15	15	15
LOC_1040	20	21	22	21	22	22	21	21	18	21
LOC_1041	24	24	24	24	27	25	23	24	24	24
LOC_1042	12	13	13	13	11	12	12	12	12	12
LOC_1043	16	16	16	17	17	16	19	17	17	16
LOC_1044	14	13	13	15	15	15	13	13	13	14
LOC_1045	22	25	23	25	24	24	23	24	25	24
LOC_1046	24	24	24	24	23	23	23	23	23	24
LOC_1047	21	22	21	22	23	24	21	20	21	21
LOC_1048	19	22	22	19	19	19	19	19	20	21
LOC_1049	25	23	24	23	26	26	26	28	27	24
LOC_1050	24	24	27	23	22	21	24	23	24	24
LOC_1051	24	23	21	23	23	23	23	22	23	23
LOC_1052	18	18	18	17	17	19	19	18	19	18
LOC_1053	19	18	17	14	15	16	15	15	15	17
LOC_1054	25	24	24	24	22	24	25	23	23	24
LOC_1055	14	15	14	14	14	14	14	13	13	14
LOC_1056	20	21	22	22	23	22	22	25	22	21
LOC_1057	21	22	22	21	21	21	21	20	21	22
LOC_1058	16	20	18	16	16	16	16	16	16	16
LOC_1059	21	20	22	20	23	21	21	21	21	21
LOC_1060	24	23	24	25	23	24	25	26	28	24
LOC_1061	24	23	24	23	27	25	22	25	24	24
LOC_1062	18	22	21	19	20	23	20	19	20	19
LOC_1063	23	23	24	25	22	23	23	26	26	23
LOC_1064	14	14	12	14	15	14	14	14	14	14
LOC_1065	25	24	24	25	24	24	25	24	25	24
